review,date,source,review_id,sentences,sentence_id,sentence,sent_len,sentiment_new,themes,themes_bow,variable,themes_relation_extraction,themes_keyword,theme_len,relation_word,emotion_keyword,theme_groups,emotion_groups
Whos drinking coffee at home right now Drop your selfie below,2020-04-17 19:33:51,Twitter,9,['Whos drinking coffee at home right now Drop your selfie below'],0,whos drinking coffee home right drop selfie,61,Positive,"['coffee', 'drinking', 'home', 'selfie']",coffee|drinking|home|selfie,2,home,home,4,drop,drop,Place,neutral
Whos drinking coffee at home right now Drop your selfie below,2020-04-17 19:33:51,Twitter,9,['Whos drinking coffee at home right now Drop your selfie below'],0,whos drinking coffee home right drop selfie,61,Positive,"['coffee', 'drinking', 'home', 'selfie']",coffee|drinking|home|selfie,3,selfie,selfie,6,drop,drop,,neutral
"Additionally , The Starbucks Foundation is donating 1 million and were proud to partner with FeedingAmerica provide 700,000 meals . ",2020-04-16 20:31:52,Twitter,10,"['Additionally , The Starbucks Foundation is donating 1 million and were proud to partner with FeedingAmerica provide 700,000 meals .']",0,additionally donating million proud partner provide meals,131,Verypositive,"['meals', 'partner']",meals|partner,0,meals,meal,4,provide,provide,Occasion,neutral
"Additionally , The Starbucks Foundation is donating 1 million and were proud to partner with FeedingAmerica provide 700,000 meals . ",2020-04-16 20:31:52,Twitter,10,"['Additionally , The Starbucks Foundation is donating 1 million and were proud to partner with FeedingAmerica provide 700,000 meals .']",0,additionally donating million proud partner provide meals,131,Verypositive,"['meals', 'partner']",meals|partner,1,partner,partner,7,provide,provide,,neutral
"Millions more Americans could face hunger due to the impacts of COVID19 .  If you are able , please join us in providing relief our neighbors need with a donation FeedingAmerica",2020-04-16 20:31:41,Twitter,11,"['Millions more Americans could face hunger due to the impacts of COVID19 .', 'If you are able , please join us in providing relief our neighbors need with a donation FeedingAmerica']",0,millions americans could face hunger due impacts,73,Positive,"['hunger', 'impacts', 'millions']",hunger|impacts|millions,0,hunger,hunger,6,face,face,,neutral
"Millions more Americans could face hunger due to the impacts of COVID19 .  If you are able , please join us in providing relief our neighbors need with a donation FeedingAmerica",2020-04-16 20:31:41,Twitter,11,"['Millions more Americans could face hunger due to the impacts of COVID19 .', 'If you are able , please join us in providing relief our neighbors need with a donation FeedingAmerica']",0,millions americans could face hunger due impacts,73,Positive,"['hunger', 'impacts', 'millions']",hunger|impacts|millions,1,impacts,impact,6,face,face,Consumer,neutral
"Millions more Americans could face hunger due to the impacts of COVID19 .  If you are able , please join us in providing relief our neighbors need with a donation FeedingAmerica",2020-04-16 20:31:41,Twitter,11,"['Millions more Americans could face hunger due to the impacts of COVID19 .', 'If you are able , please join us in providing relief our neighbors need with a donation FeedingAmerica']",0,millions americans could face hunger due impacts,73,Positive,"['hunger', 'impacts', 'millions']",hunger|impacts|millions,2,millions,million,7,face,face,,neutral
"Millions more Americans could face hunger due to the impacts of COVID19 .  If you are able , please join us in providing relief our neighbors need with a donation FeedingAmerica",2020-04-16 20:31:41,Twitter,11,"['Millions more Americans could face hunger due to the impacts of COVID19 .', 'If you are able , please join us in providing relief our neighbors need with a donation FeedingAmerica']",1,able please join us providing relief neighbors need donation feedingamerica,102,Positive,"['donation', 'feedingamerica', 'neighbors', 'relief']",donation|feedingamerica|neighbors|relief,0,donation,donation,8,,,,
"Millions more Americans could face hunger due to the impacts of COVID19 .  If you are able , please join us in providing relief our neighbors need with a donation FeedingAmerica",2020-04-16 20:31:41,Twitter,11,"['Millions more Americans could face hunger due to the impacts of COVID19 .', 'If you are able , please join us in providing relief our neighbors need with a donation FeedingAmerica']",1,able please join us providing relief neighbors need donation feedingamerica,102,Positive,"['donation', 'feedingamerica', 'neighbors', 'relief']",donation|feedingamerica|neighbors|relief,1,feedingamerica,feedingamerica,14,need,need,,happy
"Millions more Americans could face hunger due to the impacts of COVID19 .  If you are able , please join us in providing relief our neighbors need with a donation FeedingAmerica",2020-04-16 20:31:41,Twitter,11,"['Millions more Americans could face hunger due to the impacts of COVID19 .', 'If you are able , please join us in providing relief our neighbors need with a donation FeedingAmerica']",1,able please join us providing relief neighbors need donation feedingamerica,102,Positive,"['donation', 'feedingamerica', 'neighbors', 'relief']",donation|feedingamerica|neighbors|relief,2,neighbors,neighbor,8,providing,providing,,happy
"Millions more Americans could face hunger due to the impacts of COVID19 .  If you are able , please join us in providing relief our neighbors need with a donation FeedingAmerica",2020-04-16 20:31:41,Twitter,11,"['Millions more Americans could face hunger due to the impacts of COVID19 .', 'If you are able , please join us in providing relief our neighbors need with a donation FeedingAmerica']",1,able please join us providing relief neighbors need donation feedingamerica,102,Positive,"['donation', 'feedingamerica', 'neighbors', 'relief']",donation|feedingamerica|neighbors|relief,3,relief,relief,6,,,,
"Freshness Store your coffee beans in an airtight container a cool , dry place for up to week .  Never store the freezer If possible grind right before using",2020-04-15 20:33:10,Twitter,12,"['Freshness Store your coffee beans in an airtight container a cool , dry place for up to week .', 'Never store the freezer If possible grind right before using']",0,coffee beans airtight container cool dry place week,94,Positive,"['beans', 'coffee', 'container', 'place', 'week']",beans|coffee|container|place|week,0,beans,bean,4,airtight,airtight,Customization,
"Freshness Store your coffee beans in an airtight container a cool , dry place for up to week .  Never store the freezer If possible grind right before using",2020-04-15 20:33:10,Twitter,12,"['Freshness Store your coffee beans in an airtight container a cool , dry place for up to week .', 'Never store the freezer If possible grind right before using']",0,coffee beans airtight container cool dry place week,94,Positive,"['beans', 'coffee', 'container', 'place', 'week']",beans|coffee|container|place|week,1,coffee,coffee,6,,,,
"Freshness Store your coffee beans in an airtight container a cool , dry place for up to week .  Never store the freezer If possible grind right before using",2020-04-15 20:33:10,Twitter,12,"['Freshness Store your coffee beans in an airtight container a cool , dry place for up to week .', 'Never store the freezer If possible grind right before using']",0,coffee beans airtight container cool dry place week,94,Positive,"['beans', 'coffee', 'container', 'place', 'week']",beans|coffee|container|place|week,2,container,container,9,,,Utilities,
"Freshness Store your coffee beans in an airtight container a cool , dry place for up to week .  Never store the freezer If possible grind right before using",2020-04-15 20:33:10,Twitter,12,"['Freshness Store your coffee beans in an airtight container a cool , dry place for up to week .', 'Never store the freezer If possible grind right before using']",0,coffee beans airtight container cool dry place week,94,Positive,"['beans', 'coffee', 'container', 'place', 'week']",beans|coffee|container|place|week,3,place,place,5,,,Place,
"Freshness Store your coffee beans in an airtight container a cool , dry place for up to week .  Never store the freezer If possible grind right before using",2020-04-15 20:33:10,Twitter,12,"['Freshness Store your coffee beans in an airtight container a cool , dry place for up to week .', 'Never store the freezer If possible grind right before using']",0,coffee beans airtight container cool dry place week,94,Positive,"['beans', 'coffee', 'container', 'place', 'week']",beans|coffee|container|place|week,4,week,week,4,,,Setting,
